1; Draft.Scratch_smt_check_7_20073; 2026-04-10 13:45:02.849;
bind: 663000,549000,627000,583000,
cong: 244000,248000,472000,242000,198000,408000,151000,53000,50000,33000,41000,
refl: 94000,109000,93000,42000,
symm: 105000,
trans: 503000,520000,
or_pos: 383000,
implies: 430000,
parsing: 32490000,
subproof: 3067000,
equiv_pos2: 459000,90000,2030000,726000,674000,
reordering: 527000,
resolution: 345000,559000,420000,261000,541000,578000,858000,808000,394000,505000,
contraction: 687000,
forall_inst: 1507000,
implies_neg1: 632000,
implies_neg2: 571000,
__local_input: 138000,
__normalized_input: 3515000,821000,1090000,
rare_rewrite_eq-symm: 161000,225000,242000,
rare_rewrite_bool-impl-elim: 12156000,21486000,

