1; Draft.Scratch_smt_check_7_15400; 2026-04-10 13:50:39.556;
bind: 211000,230000,391000,790000,677000,
cong: 123000,129000,284000,196000,89000,248000,280000,385000,347000,365000,275000,214000,135000,158000,152000,125000,138000,153000,218000,
refl: 87000,45000,
symm: 232000,
trans: 169000,153000,197000,172000,351000,637000,405000,277000,336000,217000,221000,238000,
equiv1: 350000,
equiv2: 266000,295000,
or_neg: 381000,351000,344000,433000,450000,378000,233000,273000,236000,
and_neg: 344000,
and_pos: 313000,307000,323000,292000,307000,346000,
implies: 210000,347000,
not_and: 436000,
not_not: 292000,
parsing: 4184000,
evaluate: 425000,
subproof: 1258000,2064000,2151000,
and_intro: 300000,
poly_simp: 1807000,11747000,4491000,3325000,3041000,2103000,1924000,
equiv_pos1: 194000,197000,
equiv_pos2: 106000,207000,384000,46000,172000,147000,319000,270000,119000,235000,
reordering: 395000,676000,782000,519000,554000,634000,290000,
resolution: 196000,228000,203000,301000,305000,372000,362000,221000,324000,411000,677000,654000,393000,392000,440000,467000,1173000,356000,367000,421000,365000,649000,559000,1082000,921000,448000,418000,513000,595000,699000,694000,636000,708000,335000,353000,441000,
contraction: 287000,518000,356000,444000,464000,533000,650000,339000,
forall_inst: 1382000,1341000,1115000,
implies_neg1: 487000,369000,466000,
implies_neg2: 284000,326000,486000,
__local_input: 266000,44000,79000,140000,75000,89000,87000,
poly_simp_rel: 1045000,1239000,1963000,2056000,2213000,1155000,
equiv_simplify: 391000,395000,
implies_simplify: 483000,
__normalized_input: 24518000,14039000,2943000,1083000,512000,779000,
rare_rewrite_eq-symm: 105000,211000,239000,315000,351000,
rare_rewrite_arith-elim-lt: 11640000,11351000,12025000,6673000,6260000,
rare_rewrite_arith-elim-leq: 5905000,11303000,11717000,11677000,
rare_rewrite_bool-impl-elim: 12848000,12040000,
rare_rewrite_bool-double-not-elim: 316000,345000,235000,167000,

