1; Draft.Scratch_smt_check_7_26818; 2026-04-10 13:50:40.090;
bind: 426000,361000,411000,381000,441000,
cong: 659000,393000,507000,611000,399000,371000,216000,212000,201000,349000,330000,329000,600000,478000,511000,587000,643000,209000,124000,197000,213000,123000,340000,341000,477000,429000,155000,91000,137000,167000,80000,86000,56000,66000,43000,80000,126000,72000,63000,113000,64000,62000,86000,56000,103000,182000,263000,253000,252000,103000,94000,104000,251000,189000,193000,99000,139000,97000,89000,237000,178000,197000,98000,214000,161000,140000,2314000,2248000,920000,925000,144000,134000,
refl: 31000,26000,27000,51000,28000,272000,282000,28000,41000,28000,60000,26000,25000,21000,24000,30000,31000,60000,58000,750000,45000,584000,
trans: 581000,769000,699000,316000,315000,340000,544000,772000,614000,318000,328000,132000,184000,300000,273000,147000,163000,188000,311000,290000,314000,236000,160000,165000,144000,329000,286000,301000,224000,157000,307000,328000,1520000,361000,298000,
equiv1: 1254000,
or_pos: 2070000,
implies: 920000,
parsing: 36381000,
aci_simp: 1641000,1253000,
evaluate: 775000,
subproof: 1851000,
poly_simp: 2391000,2125000,4466000,1761000,1804000,1975000,1831000,1622000,1702000,1788000,2795000,1922000,1959000,2630000,3576000,3383000,4231000,3520000,
equiv_pos2: 387000,84000,386000,234000,467000,3117000,226000,104000,
reordering: 527000,3899000,
resolution: 403000,564000,520000,737000,279000,850000,389000,1122000,1607000,1498000,835000,397000,465000,437000,536000,
contraction: 1347000,
forall_inst: 3317000,1460000,
implies_neg1: 2132000,
implies_neg2: 1671000,
__local_input: 329000,
poly_simp_rel: 1276000,2203000,1070000,1235000,1143000,1216000,2018000,1971000,3164000,1986000,
equiv_simplify: 1440000,
__normalized_input: 63436000,42739000,35013000,32575000,6086000,3372000,819000,582000,938000,
rare_rewrite_eq-refl: 666000,
rare_rewrite_eq-symm: 342000,
rare_rewrite_ite-not-cond: 6417000,
rare_rewrite_arith-elim-lt: 6471000,5850000,6538000,6348000,5862000,6022000,27029000,11683000,11784000,11654000,
rare_rewrite_bool-impl-elim: 6295000,6407000,
rare_rewrite_bool-and-de-morgan: 5980000,5952000,
rare_rewrite_bool-double-not-elim: 361000,171000,163000,157000,150000,

