1; Draft.Scratch_smt_check_7_24994; 2026-04-10 13:48:26.713;
bind: 196000,307000,337000,334000,
cong: 138000,
refl: 46000,
trans: 146000,164000,
or_pos: 371000,280000,309000,449000,
parsing: 3954000,
aci_simp: 1054000,
equiv_pos2: 242000,182000,190000,166000,
reordering: 442000,343000,385000,594000,
resolution: 229000,277000,279000,291000,329000,450000,296000,336000,403000,288000,349000,398000,
forall_inst: 1403000,1217000,1306000,1224000,
__normalized_input: 3228000,1267000,1184000,863000,916000,965000,
rare_rewrite_bool-impl-elim: 11864000,11708000,11507000,11585000,
rare_rewrite_bool-and-de-morgan: 21105000,

