1; Draft.Scratch_smt_check_7_18459; 2026-04-10 13:48:01.015;
bind: 317000,253000,308000,233000,
cong: 197000,176000,130000,166000,126000,111000,128000,118000,
symm: 195000,200000,207000,
trans: 444000,288000,310000,
implies: 475000,
parsing: 2368000,
subproof: 2258000,
equiv_pos2: 280000,164000,172000,
reordering: 631000,
resolution: 311000,477000,412000,604000,574000,431000,412000,
contraction: 590000,
forall_inst: 1394000,
implies_neg1: 552000,
implies_neg2: 535000,
__local_input: 156000,
__normalized_input: 2919000,1947000,1882000,
rare_rewrite_eq-symm: 341000,180000,195000,

