1; Draft.Scratch_smt_check_7_13075; 2026-04-10 13:43:39.547;
bind: 449000,444000,250000,276000,
cong: 512000,284000,159000,85000,79000,96000,178000,136000,167000,139000,495000,334000,179000,175000,163000,90000,93000,104000,77000,91000,
refl: 37000,45000,70000,
symm: 133000,
trans: 200000,154000,232000,227000,175000,182000,
equiv1: 170000,
equiv2: 132000,
or_pos: 400000,371000,
and_pos: 216000,199000,
implies: 571000,513000,
not_not: 165000,
parsing: 19980000,
subproof: 2178000,2184000,
equiv_pos2: 667000,122000,372000,373000,716000,190000,206000,144000,227000,
reordering: 647000,528000,640000,323000,337000,747000,
resolution: 296000,333000,562000,764000,647000,371000,322000,348000,344000,254000,316000,361000,449000,602000,732000,619000,399000,427000,338000,379000,394000,399000,316000,272000,228000,292000,374000,
contraction: 705000,738000,
forall_inst: 1479000,1329000,1496000,1377000,1238000,
implies_neg1: 598000,533000,
implies_neg2: 603000,601000,
__local_input: 99000,106000,
equiv_simplify: 356000,306000,
__normalized_input: 1610000,6035000,1394000,4963000,901000,761000,879000,
rare_rewrite_eq-symm: 164000,123000,100000,161000,103000,207000,196000,142000,132000,186000,
rare_rewrite_bool-impl-elim: 12535000,
rare_rewrite_bool-double-not-elim: 169000,

