1; Draft.Scratch_smt_check_7_19643; 2026-04-10 13:43:17.441;
bind: 291000,302000,277000,308000,296000,
cong: 208000,300000,240000,248000,100000,
refl: 119000,110000,110000,130000,
symm: 118000,
trans: 256000,243000,219000,296000,205000,283000,311000,295000,136000,
equiv1: 182000,
or_pos: 368000,
parsing: 17322000,
aci_simp: 1806000,1776000,
not_symm: 85000,
equiv_pos2: 58000,209000,297000,
reordering: 441000,
resolution: 380000,277000,351000,357000,370000,419000,
forall_inst: 1223000,
miniscope_split: 432000,
__normalized_input: 1298000,777000,820000,825000,
rare_rewrite_eq-symm: 139000,
rare_rewrite_bool-eq-false: 11957000,
rare_rewrite_bool-impl-elim: 12550000,
rare_rewrite_bool-impl-false1: 11962000,24006000,23613000,
rare_rewrite_bool-and-de-morgan: 12410000,
rare_rewrite_bool-double-not-elim: 162000,

