1; Draft.Scratch_smt_check_7_14949; 2026-04-10 13:44:10.657;
bind: 257000,273000,301000,351000,
cong: 383000,445000,122000,420000,102000,83000,146000,89000,138000,134000,120000,354000,355000,279000,99000,165000,191000,83000,268000,81000,218000,114000,311000,214000,81000,766000,
refl: 30000,52000,67000,82000,63000,112000,82000,133000,
symm: 147000,
trans: 760000,392000,219000,193000,227000,244000,225000,113000,
or_neg: 501000,564000,531000,628000,
or_pos: 479000,
and_neg: 508000,
and_pos: 409000,342000,
implies: 243000,
parsing: 20274000,
aci_simp: 1963000,
evaluate: 259000,
not_ite2: 469000,
subproof: 2086000,
equiv_pos2: 510000,184000,256000,260000,474000,348000,1182000,
reordering: 568000,929000,1198000,514000,960000,
resolution: 362000,461000,623000,345000,250000,393000,442000,412000,406000,349000,271000,316000,364000,503000,547000,496000,290000,397000,1122000,3357000,
contraction: 523000,1461000,
forall_inst: 1690000,1482000,1274000,1268000,
implies_neg1: 378000,
implies_neg2: 384000,
__local_input: 76000,
connective_def: 379000,376000,
__normalized_input: 2177000,5855000,1719000,1029000,965000,1381000,
rare_rewrite_eq-refl: 99000,
rare_rewrite_eq-symm: 129000,149000,107000,114000,126000,259000,
rare_rewrite_bool-eq-false: 11857000,
rare_rewrite_bool-impl-elim: 12106000,
rare_rewrite_bool-double-not-elim: 147000,254000,321000,

