1; Draft.Scratch_smt_check_7_2074; 2026-04-10 13:48:26.469;
bind: 147000,688000,683000,1090000,248000,
cong: 333000,91000,126000,233000,133000,148000,320000,169000,157000,
refl: 50000,57000,85000,
trans: 464000,135000,442000,317000,351000,231000,210000,228000,400000,
equiv1: 249000,
or_pos: 674000,
implies: 307000,
parsing: 17973000,
aci_simp: 1403000,1172000,2055000,1933000,
subproof: 2173000,
equiv_pos2: 91000,61000,806000,148000,
reordering: 1084000,
resolution: 177000,206000,336000,503000,384000,298000,352000,512000,510000,303000,412000,
contraction: 511000,
forall_inst: 1980000,1381000,
implies_neg1: 467000,
implies_neg2: 411000,
__local_input: 213000,
__normalized_input: 7027000,4974000,3496000,2560000,2397000,904000,1037000,
rare_rewrite_eq-symm: 115000,110000,331000,222000,
rare_rewrite_bool-impl-elim: 27536000,
rare_rewrite_bool-and-de-morgan: 6837000,6411000,6433000,
rare_rewrite_bool-double-not-elim: 146000,

