1; Draft.Scratch_smt_check_7_16554; 2026-04-10 13:45:02.732;
bind: 373000,894000,759000,418000,374000,
cong: 180000,187000,435000,377000,367000,385000,201000,166000,225000,206000,158000,
refl: 50000,36000,33000,34000,156000,43000,
trans: 188000,213000,579000,488000,511000,452000,480000,432000,335000,261000,261000,240000,320000,195000,221000,
choice: 51000,69000,50000,93000,
or_neg: 181000,197000,278000,196000,200000,258000,183000,
or_pos: 499000,241000,
implies: 228000,
parsing: 36397000,
aci_simp: 1153000,1803000,1377000,1167000,1129000,1495000,1124000,
subproof: 1737000,
equiv_pos2: 252000,184000,583000,276000,194000,420000,
reordering: 307000,754000,289000,292000,
resolution: 292000,338000,255000,193000,199000,365000,383000,178000,336000,401000,473000,496000,341000,509000,421000,482000,376000,321000,
sko_forall: 5385000,
contraction: 355000,332000,378000,
forall_inst: 1181000,1474000,
implies_neg1: 594000,
implies_neg2: 517000,
not_implies1: 66000,
not_implies2: 86000,
__local_input: 173000,
__normalized_input: 3297000,1327000,950000,1086000,
rare_rewrite_bool-impl-elim: 8233000,7377000,6763000,11979000,
rare_rewrite_bool-and-de-morgan: 7882000,6977000,7310000,6365000,6433000,25284000,
rare_rewrite_bool-double-not-elim: 128000,125000,

