1; Draft.Scratch_smt_check_7_31177; 2026-04-10 13:51:05.451;
bind: 663000,1378000,1039000,705000,
cong: 266000,145000,326000,359000,427000,317000,171000,153000,154000,175000,497000,
refl: 85000,117000,44000,
trans: 882000,1055000,
implies: 670000,630000,
parsing: 2851000,
subproof: 3242000,
equiv_pos1: 164000,
equiv_pos2: 396000,169000,430000,552000,427000,
reordering: 1164000,
resolution: 494000,694000,635000,1015000,523000,1123000,965000,911000,959000,615000,848000,
contraction: 1046000,
forall_inst: 4635000,
implies_neg1: 960000,
implies_neg2: 807000,
__local_input: 1258000,
__normalized_input: 44457000,28574000,2352000,879000,732000,1696000,
rare_rewrite_eq-symm: 616000,1122000,
rare_rewrite_bool-impl-elim: 18974000,

