1; Draft.Scratch_smt_check_7_26904; 2026-04-10 13:44:37.152;
bind: 221000,222000,405000,358000,
cong: 79000,64000,80000,88000,123000,120000,
symm: 68000,131000,115000,
trans: 172000,64000,74000,79000,109000,119000,143000,349000,134000,125000,135000,
or_pos: 340000,
implies: 237000,
parsing: 5416000,
subproof: 2730000,
poly_simp: 2293000,4063000,4009000,
equiv_pos2: 275000,66000,258000,
reordering: 332000,
resolution: 191000,254000,335000,346000,514000,545000,362000,407000,
contraction: 451000,
forall_inst: 1210000,
implies_neg1: 350000,
implies_neg2: 302000,
__local_input: 97000,
poly_simp_rel: 967000,1685000,1800000,
__normalized_input: 845000,1015000,825000,
rare_rewrite_arith-elim-lt: 11376000,12196000,26605000,
rare_rewrite_bool-impl-elim: 6589000,11654000,
rare_rewrite_arith-geq-tighten: 24618000,12538000,20813000,
rare_rewrite_bool-double-not-elim: 78000,134000,142000,

