1; Draft.Scratch_smt_check_7_19297; 2026-04-10 13:44:37.128;
bind: 285000,253000,182000,167000,147000,
cong: 191000,85000,93000,88000,94000,164000,140000,263000,152000,210000,168000,129000,141000,74000,233000,
refl: 67000,42000,
symm: 184000,184000,183000,148000,
trans: 237000,104000,162000,111000,113000,213000,238000,230000,163000,175000,199000,200000,257000,184000,
choice: 93000,
equiv1: 298000,179000,145000,
or_neg: 164000,193000,184000,225000,238000,157000,160000,
or_pos: 293000,
and_pos: 216000,280000,236000,243000,
implies: 163000,265000,302000,
not_and: 183000,
parsing: 21336000,
evaluate: 427000,204000,375000,327000,434000,
subproof: 1109000,1992000,1930000,2157000,
and_intro: 163000,204000,
poly_simp: 1705000,1713000,1803000,3877000,3088000,
equiv_pos2: 60000,212000,96000,159000,124000,221000,156000,108000,112000,147000,108000,112000,275000,
la_generic: 8515000,
reordering: 195000,380000,506000,722000,
resolution: 136000,168000,210000,283000,312000,185000,180000,175000,235000,262000,300000,353000,375000,407000,351000,318000,273000,269000,353000,318000,386000,351000,670000,177000,323000,283000,294000,273000,302000,319000,255000,426000,288000,299000,255000,620000,530000,774000,361000,
sko_forall: 1382000,
contraction: 235000,302000,299000,211000,299000,341000,207000,457000,491000,
forall_inst: 794000,693000,
la_mult_neg: 377000,
implies_neg1: 230000,197000,308000,547000,
implies_neg2: 226000,220000,148000,474000,
__local_input: 49000,46000,31000,65000,48000,53000,
poly_simp_rel: 965000,985000,1007000,1863000,
equiv_simplify: 262000,
implies_simplify: 467000,316000,
__normalized_input: 6107000,1588000,1692000,
rare_rewrite_arith-elim-gt: 11889000,
rare_rewrite_arith-elim-lt: 6124000,6468000,6477000,11434000,
rare_rewrite_arith-elim-leq: 11678000,
rare_rewrite_bool-impl-elim: 6381000,6111000,
rare_rewrite_bool-double-not-elim: 102000,117000,178000,255000,192000,262000,

