1; Draft.Scratch_smt_check_7_205; 2026-04-10 13:47:09.868;
bind: 372000,440000,395000,313000,
cong: 153000,138000,153000,89000,236000,198000,202000,
refl: 60000,54000,
symm: 190000,
false: 16000,
trans: 236000,399000,
choice: 77000,
equiv2: 323000,270000,
or_neg: 247000,316000,291000,252000,
or_pos: 478000,
and_pos: 322000,
not_not: 259000,
parsing: 9198000,
evaluate: 334000,
equiv_pos2: 173000,228000,317000,233000,227000,62000,
reordering: 417000,768000,747000,376000,
resolution: 206000,259000,290000,394000,381000,309000,326000,424000,289000,426000,251000,263000,531000,400000,471000,492000,440000,547000,
sko_forall: 2190000,
contraction: 428000,
forall_inst: 1642000,1431000,1484000,
equiv_simplify: 493000,289000,
__normalized_input: 7601000,7217000,4909000,1229000,1056000,
rare_rewrite_bool-impl-elim: 12290000,11791000,
rare_rewrite_bool-double-not-elim: 185000,

