1; Draft.Scratch_smt_check_7_24425; 2026-04-10 13:50:04.152;
bind: 295000,291000,374000,297000,387000,
cong: 143000,
refl: 46000,
trans: 183000,200000,
or_pos: 290000,256000,253000,364000,266000,
implies: 262000,
parsing: 8822000,
aci_simp: 1158000,
subproof: 1750000,
equiv_pos2: 158000,178000,219000,157000,208000,
reordering: 394000,393000,329000,758000,342000,
resolution: 222000,255000,211000,270000,346000,299000,384000,390000,220000,266000,348000,228000,270000,345000,428000,465000,252000,337000,
contraction: 405000,
forall_inst: 907000,1029000,965000,935000,1042000,
implies_neg1: 389000,
implies_neg2: 352000,
__local_input: 244000,
__normalized_input: 2330000,1688000,1817000,1725000,1507000,1599000,
rare_rewrite_bool-impl-elim: 6833000,6346000,6980000,6229000,6656000,
rare_rewrite_bool-and-de-morgan: 6079000,

