1; Draft.Scratch_smt_check_7_19880; 2026-04-10 13:50:03.618;
bind: 327000,321000,389000,364000,471000,
cong: 154000,
refl: 50000,
trans: 190000,218000,
or_pos: 295000,252000,259000,348000,276000,
implies: 261000,
parsing: 9431000,
aci_simp: 1225000,
subproof: 2187000,
equiv_pos2: 163000,185000,228000,173000,216000,
reordering: 390000,373000,329000,590000,336000,
resolution: 250000,270000,237000,277000,379000,367000,381000,361000,235000,295000,406000,231000,271000,411000,445000,444000,284000,440000,
contraction: 422000,
forall_inst: 1153000,1071000,940000,1091000,910000,
implies_neg1: 374000,
implies_neg2: 352000,
__local_input: 235000,
__normalized_input: 2446000,1836000,1661000,1647000,1742000,1783000,
rare_rewrite_bool-impl-elim: 8439000,7399000,8105000,8741000,7900000,
rare_rewrite_bool-and-de-morgan: 7300000,

