1; Draft.Scratch_smt_check_7_15497; 2026-04-10 13:49:20.223;
bind: 245000,250000,237000,236000,
cong: 61000,54000,95000,65000,95000,64000,67000,79000,59000,82000,57000,61000,
refl: 24000,23000,
symm: 133000,150000,149000,148000,143000,
trans: 203000,227000,227000,
implies: 213000,
parsing: 2631000,
subproof: 1168000,
equiv_pos2: 62000,53000,84000,52000,91000,
reordering: 294000,
resolution: 223000,251000,298000,285000,329000,352000,234000,299000,291000,
contraction: 304000,
forall_inst: 816000,
implies_neg1: 277000,
implies_neg2: 261000,
__local_input: 69000,
__normalized_input: 1925000,943000,937000,1026000,
rare_rewrite_eq-symm: 192000,203000,222000,

