1; Draft.Scratch_smt_check_7_74; 2026-04-10 13:52:09.588;
bind: 329000,319000,335000,597000,338000,
cong: 163000,161000,171000,191000,157000,181000,182000,
refl: 22000,22000,
trans: 354000,318000,277000,305000,281000,303000,306000,328000,288000,307000,276000,307000,280000,
parsing: 3609000,
aci_simp: 1095000,1104000,1180000,1202000,1087000,1104000,
poly_simp: 1881000,1910000,
equiv_pos2: 175000,183000,
resolution: 178000,361000,280000,395000,
poly_simp_rel: 1024000,1012000,
connective_def: 387000,
miniscope_split: 439000,
__normalized_input: 926000,862000,746000,
rare_rewrite_bool-impl-elim: 6452000,
rare_rewrite_bool-and-de-morgan: 6165000,6480000,5898000,6119000,

