1; Draft.Scratch_smt_check_7_20720; 2026-04-10 13:46:20.152;
bind: 198000,213000,222000,186000,207000,
cong: 207000,152000,82000,63000,58000,111000,64000,46000,110000,173000,132000,134000,223000,171000,213000,110000,117000,167000,311000,518000,173000,269000,118000,57000,61000,88000,248000,101000,352000,
ite1: 84000,
ite2: 145000,
refl: 57000,33000,34000,35000,37000,34000,30000,32000,102000,52000,22000,25000,55000,71000,
symm: 67000,104000,60000,97000,152000,
true: 69000,
trans: 171000,146000,153000,136000,157000,67000,89000,131000,136000,68000,84000,236000,167000,193000,
equiv1: 110000,222000,213000,233000,178000,
equiv2: 121000,135000,114000,128000,165000,251000,157000,
or_neg: 121000,139000,149000,166000,165000,165000,156000,157000,409000,386000,434000,249000,263000,287000,301000,330000,315000,
or_pos: 235000,
and_neg: 316000,
and_pos: 129000,155000,142000,154000,139000,160000,154000,183000,141000,151000,14999000,270000,293000,213000,227000,280000,240000,247000,
implies: 184000,153000,195000,200000,149000,205000,233000,233000,
not_and: 164000,170000,
not_not: 130000,124000,193000,
parsing: 32571000,
aci_simp: 1002000,990000,
evaluate: 190000,172000,
subproof: 1105000,1010000,1679000,1074000,1255000,1086000,1078000,2136000,2056000,1953000,
and_intro: 144000,274000,218000,
equiv_pos1: 82000,77000,
equiv_pos2: 251000,70000,147000,115000,42000,78000,192000,46000,132000,135000,278000,27000,153000,128000,124000,195000,25000,301000,140000,508000,142000,250000,214000,211000,306000,
not_equiv1: 123000,
not_equiv2: 127000,
reordering: 182000,291000,190000,244000,318000,335000,449000,542000,209000,433000,547000,343000,558000,415000,353000,262000,409000,580000,583000,
resolution: 157000,144000,181000,174000,286000,327000,317000,194000,183000,134000,141000,135000,141000,164000,184000,223000,168000,395000,1469000,225000,224000,244000,157000,245000,283000,267000,168000,267000,263000,286000,361000,431000,281000,255000,504000,387000,190000,196000,267000,227000,556000,135000,150000,172000,224000,356000,341000,656000,154000,217000,245000,275000,287000,153000,273000,360000,415000,195000,208000,249000,230000,545000,135000,158000,165000,195000,350000,359000,659000,737000,936000,335000,567000,606000,330000,335000,314000,293000,661000,673000,610000,437000,431000,700000,263000,430000,424000,708000,256000,267000,333000,
contraction: 277000,163000,240000,302000,285000,195000,233000,301000,325000,243000,301000,192000,234000,294000,323000,747000,499000,539000,357000,402000,374000,380000,
forall_inst: 747000,780000,696000,766000,763000,
implies_neg1: 246000,212000,265000,211000,343000,196000,217000,614000,380000,373000,
implies_neg2: 269000,212000,291000,234000,313000,189000,155000,304000,316000,328000,
__local_input: 45000,40000,56000,22000,20000,30000,16000,24000,35000,50000,22000,16000,29000,41000,29000,49000,39000,42000,32000,61000,
equiv_simplify: 191000,256000,187000,243000,428000,296000,346000,
implies_simplify: 283000,317000,
__normalized_input: 3284000,2239000,2233000,1225000,1022000,883000,1170000,
rare_rewrite_ite-eq: 11239000,
rare_rewrite_eq-refl: 150000,
rare_rewrite_eq-symm: 71000,168000,142000,106000,112000,99000,121000,99000,131000,223000,168000,166000,181000,
rare_rewrite_bool-impl-elim: 6062000,6644000,
rare_rewrite_bool-and-de-morgan: 5751000,6027000,
rare_rewrite_bool-double-not-elim: 93000,241000,236000,150000,190000,

