1; Draft.Scratch_smt_check_7_16670; 2026-04-10 13:49:49.506;
bind: 184000,199000,246000,258000,278000,
cong: 138000,117000,108000,121000,
refl: 34000,
trans: 164000,184000,236000,197000,207000,
or_pos: 191000,285000,307000,396000,
and_pos: 191000,
parsing: 6566000,
aci_simp: 1007000,
equiv_pos2: 92000,92000,150000,174000,
reordering: 206000,261000,435000,414000,387000,
resolution: 191000,213000,231000,206000,210000,253000,262000,335000,278000,228000,282000,292000,263000,
forall_inst: 748000,716000,851000,893000,
__normalized_input: 2369000,2485000,2024000,1865000,1564000,1125000,1122000,
rare_rewrite_bool-impl-elim: 5673000,5844000,5917000,
rare_rewrite_bool-impl-false1: 5674000,6076000,
rare_rewrite_bool-and-de-morgan: 5670000,5806000,
rare_rewrite_bool-double-not-elim: 167000,

