1; Draft.Scratch_smt_check_7_4717; 2026-04-10 13:48:26.267;
bind: 354000,432000,712000,649000,
cong: 196000,14337000,312000,256000,906000,732000,323000,
refl: 58000,115000,104000,
symm: 357000,
trans: 296000,254000,274000,578000,517000,883000,
or_pos: 823000,
implies: 872000,
parsing: 15155000,
aci_simp: 1194000,2403000,
subproof: 4005000,
equiv_pos2: 499000,471000,1315000,
reordering: 1692000,
resolution: 307000,334000,806000,990000,1357000,1277000,762000,579000,
contraction: 1384000,
forall_inst: 1990000,
implies_neg1: 1143000,
implies_neg2: 1348000,
__local_input: 222000,
__normalized_input: 1857000,1389000,1136000,1314000,
rare_rewrite_eq-symm: 252000,253000,453000,610000,
rare_rewrite_bool-impl-elim: 7428000,12692000,
rare_rewrite_bool-and-de-morgan: 6784000,12638000,

