1; Draft.Scratch_smt_check_7_3440; 2026-04-10 13:51:29.755;
bind: 802000,630000,382000,327000,
cong: 134000,80000,218000,179000,128000,127000,345000,
refl: 48000,69000,62000,
symm: 358000,
false: 22000,
trans: 487000,505000,511000,408000,524000,
equiv2: 354000,248000,
or_neg: 590000,449000,447000,435000,
or_pos: 473000,527000,579000,476000,274000,283000,
not_and: 493000,
not_not: 347000,
parsing: 3713000,
aci_simp: 2336000,2153000,2046000,
evaluate: 335000,
equiv_pos2: 452000,314000,212000,218000,177000,144000,37000,
reordering: 493000,654000,822000,639000,595000,305000,323000,
resolution: 385000,437000,426000,514000,591000,507000,536000,591000,637000,734000,516000,723000,493000,557000,643000,904000,2830000,560000,406000,331000,295000,397000,263000,293000,368000,
contraction: 839000,
forall_inst: 1564000,1733000,1628000,1580000,944000,949000,
equiv_simplify: 498000,281000,
__normalized_input: 1431000,1009000,886000,966000,814000,1103000,
rare_rewrite_bool-impl-elim: 12775000,12352000,7177000,6407000,
rare_rewrite_bool-and-de-morgan: 14259000,
rare_rewrite_bool-double-not-elim: 361000,395000,344000,394000,

