1; Draft.Scratch_smt_check_7_12567; 2026-04-10 13:52:09.680;
bind: 594000,640000,337000,349000,243000,
cong: 298000,262000,200000,138000,126000,116000,
refl: 188000,35000,97000,82000,72000,
symm: 239000,
trans: 588000,506000,478000,583000,509000,459000,484000,512000,469000,286000,217000,217000,196000,212000,
equiv1: 237000,
or_pos: 330000,
parsing: 4289000,
aci_simp: 2087000,2162000,2164000,1932000,1004000,
equiv_pos2: 62000,135000,204000,
reordering: 437000,
resolution: 438000,433000,581000,451000,311000,349000,
forall_inst: 874000,
connective_def: 314000,
miniscope_split: 721000,
__normalized_input: 620000,746000,685000,669000,
rare_rewrite_bool-eq-false: 11284000,
rare_rewrite_bool-impl-elim: 6112000,6260000,
rare_rewrite_bool-and-de-morgan: 11187000,6386000,5893000,6124000,

