1; Draft.Scratch_smt_check_7_25428; 2026-04-10 13:46:26.201;
bind: 308000,576000,319000,330000,
cong: 86000,215000,202000,269000,339000,194000,181000,131000,
refl: 74000,
trans: 111000,270000,215000,232000,245000,474000,404000,287000,215000,
choice: 73000,
or_neg: 259000,264000,230000,
or_pos: 535000,
implies: 184000,
parsing: 9220000,
aci_simp: 1093000,2034000,
subproof: 1885000,
equiv_pos2: 77000,480000,204000,194000,138000,
reordering: 675000,376000,
resolution: 133000,190000,144000,251000,257000,292000,314000,371000,451000,373000,375000,254000,399000,
sko_forall: 1824000,
contraction: 368000,274000,
forall_inst: 1573000,1086000,
implies_neg1: 228000,
implies_neg2: 208000,
__local_input: 76000,
connective_def: 180000,304000,
__normalized_input: 2310000,1000000,1087000,950000,
rare_rewrite_bool-impl-false1: 11396000,11254000,11918000,
rare_rewrite_bool-and-de-morgan: 6177000,23154000,11499000,
rare_rewrite_bool-double-not-elim: 111000,87000,187000,267000,

