1; Draft.Scratch_smt_check_7_20893; 2026-04-10 13:44:05.924;
bind: 374000,210000,710000,375000,
cong: 218000,129000,318000,200000,356000,197000,
refl: 99000,38000,74000,195000,68000,
trans: 298000,319000,135000,150000,581000,718000,234000,260000,
or_pos: 374000,596000,364000,608000,
implies: 790000,
parsing: 26720000,
aci_simp: 1209000,1002000,2315000,1894000,
subproof: 2635000,
equiv_pos2: 278000,261000,504000,266000,
reordering: 450000,1110000,1056000,3668000,1130000,
resolution: 161000,292000,326000,321000,185000,246000,252000,1013000,958000,504000,586000,525000,329000,443000,399000,
contraction: 1106000,
forall_inst: 966000,1287000,1674000,1298000,
implies_neg1: 1047000,
implies_neg2: 1217000,
__local_input: 189000,
__normalized_input: 5490000,1776000,941000,865000,884000,1744000,
rare_rewrite_bool-impl-elim: 6013000,24981000,12137000,19911000,
rare_rewrite_bool-and-de-morgan: 5467000,5755000,11431000,11387000,

