1; Draft.Scratch_smt_check_7_25593; 2026-04-10 13:44:31.508;
bind: 374000,448000,495000,391000,480000,
cong: 204000,
refl: 66000,
trans: 236000,281000,
or_pos: 388000,356000,380000,548000,348000,
implies: 456000,
parsing: 25972000,
aci_simp: 1887000,
subproof: 2570000,
equiv_pos2: 323000,481000,390000,270000,360000,
reordering: 562000,558000,504000,937000,518000,
resolution: 189000,9484000,276000,379000,410000,421000,544000,408000,306000,356000,457000,274000,361000,502000,643000,608000,371000,409000,
contraction: 633000,
forall_inst: 1338000,1561000,1437000,1464000,1394000,
implies_neg1: 539000,
implies_neg2: 484000,
__local_input: 112000,
__normalized_input: 6071000,1200000,1123000,3494000,963000,1002000,
rare_rewrite_bool-impl-elim: 10956000,10793000,11369000,12397000,11031000,
rare_rewrite_bool-and-de-morgan: 10886000,

