1; Draft.Scratch_smt_check_7_3081; 2026-04-10 13:44:31.090;
bind: 343000,417000,463000,356000,540000,
cong: 203000,
refl: 58000,
trans: 232000,275000,
or_pos: 369000,345000,340000,558000,350000,
implies: 378000,
parsing: 17969000,
aci_simp: 1769000,
subproof: 5305000,
equiv_pos2: 268000,374000,382000,270000,369000,
reordering: 563000,555000,578000,1098000,519000,
resolution: 297000,356000,280000,353000,353000,413000,533000,386000,310000,350000,405000,303000,347000,396000,654000,644000,371000,478000,
contraction: 630000,
forall_inst: 1255000,1475000,1312000,1374000,1385000,
implies_neg1: 528000,
implies_neg2: 505000,
__local_input: 145000,
__normalized_input: 1409000,1243000,1106000,1068000,1045000,1149000,
rare_rewrite_bool-impl-elim: 10599000,10620000,10782000,10882000,18557000,
rare_rewrite_bool-and-de-morgan: 10541000,

