1; Draft.Scratch_smt_check_7_10687; 2026-04-10 13:47:34.992;
bind: 260000,284000,229000,301000,276000,
cong: 123000,90000,132000,159000,154000,66000,46000,146000,183000,104000,107000,140000,103000,
refl: 28000,27000,358000,39000,36000,37000,
symm: 211000,289000,
trans: 218000,222000,170000,99000,251000,207000,236000,240000,151000,179000,308000,
or_pos: 636000,619000,
implies: 298000,
parsing: 11008000,
aci_simp: 974000,1036000,1043000,
evaluate: 220000,
onepoint: 1217000,
qnt_join: 250000,
subproof: 2165000,
poly_simp: 15241000,
equiv_pos1: 256000,250000,
equiv_pos2: 181000,156000,309000,
reordering: 1053000,991000,816000,898000,
resolution: 157000,241000,254000,239000,262000,256000,309000,282000,276000,376000,308000,330000,587000,579000,449000,
contraction: 478000,
forall_inst: 778000,844000,922000,1037000,1371000,
implies_neg1: 425000,
implies_neg2: 438000,
__local_input: 193000,
qnt_rm_unused: 373000,1265000,
__normalized_input: 12174000,12212000,6875000,4683000,3079000,3218000,1362000,
rare_rewrite_eq-refl: 122000,
rare_rewrite_or-not-refl: 6205000,
rare_rewrite_bool-impl-elim: 6081000,6853000,
rare_rewrite_bool-and-de-morgan: 5959000,

