1; Draft.Scratch_smt_check_7_8635; 2026-04-10 13:51:43.830;
bind: 632000,589000,567000,465000,562000,
cong: 225000,152000,257000,247000,373000,128000,159000,183000,229000,
refl: 55000,64000,79000,
symm: 340000,296000,
trans: 454000,562000,627000,
choice: 65000,
equiv1: 379000,
equiv2: 392000,
or_neg: 455000,454000,415000,373000,
or_pos: 503000,570000,
and_pos: 358000,
implies: 352000,
not_and: 480000,
parsing: 3460000,
aci_simp: 2162000,
subproof: 2122000,
equiv_pos1: 62000,
equiv_pos2: 240000,279000,111000,351000,279000,315000,214000,244000,
reordering: 516000,765000,460000,576000,835000,499000,
resolution: 439000,484000,378000,526000,460000,423000,414000,424000,617000,679000,426000,590000,434000,621000,548000,569000,642000,476000,530000,510000,584000,583000,661000,564000,641000,621000,466000,
sko_forall: 2118000,
contraction: 712000,489000,
forall_inst: 1757000,1579000,1660000,1455000,1503000,1436000,
implies_neg1: 460000,
implies_neg2: 432000,
__local_input: 161000,
equiv_simplify: 584000,518000,
__normalized_input: 41143000,33004000,8397000,4242000,4048000,3720000,3829000,3835000,743000,
rare_rewrite_eq-symm: 481000,397000,
rare_rewrite_bool-impl-elim: 12593000,13179000,12319000,
rare_rewrite_bool-double-not-elim: 391000,

