1; Draft.Scratch_smt_check_7_27143; 2026-04-10 13:50:10.642;
bind: 299000,300000,305000,348000,340000,
cong: 64000,175000,154000,285000,161000,161000,
refl: 109000,39000,94000,
symm: 120000,124000,249000,
trans: 147000,269000,285000,258000,268000,205000,232000,251000,266000,271000,267000,
equiv1: 142000,239000,378000,
equiv2: 125000,378000,
parsing: 11991000,
aci_simp: 1229000,1102000,1121000,1131000,
equiv_pos2: 46000,33000,176000,232000,112000,
reordering: 271000,433000,
resolution: 219000,208000,237000,183000,183000,213000,238000,322000,268000,322000,348000,252000,383000,
forall_inst: 794000,716000,886000,
connective_def: 369000,
equiv_simplify: 192000,213000,513000,534000,
miniscope_split: 415000,
__normalized_input: 5564000,3104000,2672000,2736000,2505000,1151000,
rare_rewrite_eq-symm: 375000,
rare_rewrite_bool-eq-false: 6048000,
rare_rewrite_bool-impl-elim: 6443000,
rare_rewrite_bool-and-de-morgan: 6196000,6824000,

