1; Draft.Scratch_smt_check_7_29305; 2026-04-10 13:49:05.083;
bind: 612000,631000,417000,269000,357000,
cong: 171000,175000,354000,
trans: 234000,
or_neg: 321000,267000,328000,
or_pos: 223000,212000,271000,
implies: 227000,
parsing: 5393000,
subproof: 1487000,
equiv_pos1: 105000,
equiv_pos2: 428000,224000,350000,353000,214000,
reordering: 283000,382000,277000,291000,
resolution: 378000,515000,415000,333000,389000,527000,160000,232000,362000,230000,237000,363000,529000,676000,396000,398000,229000,314000,
contraction: 531000,380000,
forall_inst: 859000,917000,781000,816000,
implies_neg1: 332000,
implies_neg2: 293000,
__local_input: 180000,
connective_def: 302000,
__normalized_input: 4169000,3697000,3608000,1925000,637000,605000,567000,
rare_rewrite_bool-impl-elim: 11333000,10087000,6232000,
rare_rewrite_bool-and-de-morgan: 6329000,
rare_rewrite_bool-double-not-elim: 218000,

