1; Draft.Scratch_smt_check_7_23938; 2026-04-10 13:45:30.954;
bind: 255000,224000,215000,247000,
cong: 153000,97000,76000,150000,141000,124000,131000,91000,103000,181000,
refl: 55000,29000,34000,45000,
symm: 130000,147000,
trans: 314000,207000,
and_neg: 782000,
and_pos: 447000,507000,510000,465000,522000,
implies: 590000,
parsing: 9212000,
subproof: 2452000,
poly_simp: 3635000,3769000,
equiv_pos2: 159000,144000,138000,158000,
reordering: 950000,2668000,
resolution: 535000,263000,413000,355000,333000,270000,381000,1240000,793000,669000,2460000,339000,324000,286000,499000,282000,428000,
contraction: 807000,1073000,
forall_inst: 1246000,1637000,1645000,1272000,1583000,1456000,1235000,1308000,
implies_neg1: 885000,
implies_neg2: 612000,
__local_input: 38000,57000,77000,39000,70000,
poly_simp_rel: 1930000,2043000,
__normalized_input: 13644000,11051000,10686000,3080000,2036000,1519000,
rare_rewrite_eq-symm: 185000,196000,

