rule,count,total,mean,min,first_quartile,median,third_quartile,max
rare_rewrite_eq-symm,14815,87907135000,5933657.441781978,3935000,4471000,5015000,7458000,12798000
rare_rewrite_bool-and-de-morgan,6591,45249232000,6865306.023365195,1654000,3502000,6110000,9616500,17255000
rare_rewrite_bool-impl-elim,6208,43326329000,6979112.274484536,4107000,4622750,5556000,8397500,19157000
rare_rewrite_bool-double-not-elim,5341,32815690000,6144109.717281408,3576000,3884000,4383000,7425000,16667000
rare_rewrite_arith-elim-lt,1937,15182096000,7837943.211151265,4737000,5608000,6486000,9076000,21865000
rare_rewrite_eq-refl,1884,11389132000,6045186.836518046,3592000,3905000,4436500,7440000,16009000
rare_rewrite_arith-elim-leq,1373,6161416000,4487557.174071376,3495000,3739000,3944000,4420000,7947000
rare_rewrite_bool-impl-false1,1067,5787843000,5424407.685098407,3552000,3882000,4284000,7128500,12584000
rare_rewrite_or-not-refl,747,5205388000,6968390.896921017,1912000,3877000,6302000,9217000,16968000
rare_rewrite_bool-eq-false,689,3625973000,5262660.377358491,3566000,3816000,4185000,7031000,12205000
rare_rewrite_bool-or-de-morgan,427,3143676000,7362238.87587822,1944000,4094000,6583000,9623500,18710000
rare_rewrite_ite-not-cond,384,2435717000,6343013.020833333,4519000,4911000,5480000,7050500,12709000
rare_rewrite_ite-eq,276,1715742000,6216456.521739131,4481000,4939750,5421000,6944000,13069000
rare_rewrite_bool-eq-true,359,1623991000,4523651.810584959,3469000,3723500,3927000,4469500,7801000
rare_rewrite_arith-elim-gt,184,1620872000,8809086.956521738,5068000,6481750,7730500,10460250,20964000
rare_rewrite_arith-geq-tighten,93,826100000,8882795.698924731,6361000,6742000,7835000,9987000,17273000
rare_rewrite_bool-not-eq-elim1,78,677404000,8684666.666666666,4090000,4560250,7035500,10691250,21650000
rare_rewrite_bool-implies-de-morgan,67,571472000,8529432.835820895,3967000,4463500,7583000,8959000,19944000
rare_rewrite_arith-leq-norm,61,539933000,8851360.655737706,6564000,7201000,8338000,9654000,16545000
rare_rewrite_bool-eq-nrefl,14,71288000,5092000,3695000,3761000,3872500,5347500,9205000
rare_rewrite_bool-not-ite-elim,2,51520000,25760000,17676000,21718000,25760000,29802000,33844000
rare_rewrite_arith-geq-norm1-real,10,48188000,4818800,3685000,4005750,4185500,5119000,7429000
rare_rewrite_ite-true-cond,9,42646000,4738444.444444444,3627000,3789000,3927000,5201000,7081000
rare_rewrite_bool-impl-true2,6,31609000,5268166.666666667,3633000,3757500,3781000,6988250,8607000
rare_rewrite_ite-else-true,1,24093000,24093000,24093000,24093000,24093000,24093000,24093000
rare_rewrite_ite-then-true,3,20409000,6803000,6170000,6612000,7054000,7119500,7185000
rare_rewrite_bool-not-eq-elim2,5,18489000,3697800,3583000,3627000,3630000,3810000,3839000
rare_rewrite_eq-ite-lift,2,17930000,8965000,8063000,8514000,8965000,9416000,9867000
rare_rewrite_ite-false-cond,4,17305000,4326250,4172000,4178000,4255500,4403750,4622000
rare_rewrite_ite-then-false,2,11021000,5510500,5347000,5428750,5510500,5592250,5674000
rare_rewrite_arith-geq-norm1-int,1,9425000,9425000,9425000,9425000,9425000,9425000,9425000
rare_rewrite_ite-else-false,1,5497000,5497000,5497000,5497000,5497000,5497000,5497000
rare_rewrite_bool-or-taut2,1,4042000,4042000,4042000,4042000,4042000,4042000,4042000
rare_rewrite_bool-impl-false2,1,3675000,3675000,3675000,3675000,3675000,3675000,3675000
