rule,count,total,mean,min,first_quartile,median,third_quartile,max
rare_rewrite_eq-symm,5460,25459409000,4662895.421245421,3516000,3734000,3944000,5048250,7608000
rare_rewrite_bool-impl-elim,1439,6677511000,4640382.904794997,3585000,3777000,3957000,4574000,7743000
rare_rewrite_bool-double-not-elim,1278,5931290000,4641071.987480438,3489000,3739000,3941500,4760250,7569000
rare_rewrite_arith-elim-lt,847,3911271000,4617793.388429752,3521000,3754500,3972000,4764500,8179000
rare_rewrite_arith-elim-leq,667,2920463000,4378505.247376312,3534000,3736000,3897000,4232000,7536000
rare_rewrite_eq-refl,500,2299771000,4599542,3560000,3730500,3939000,4669750,7722000
rare_rewrite_bool-eq-false,295,1386433000,4699772.881355932,3574000,3778500,3989000,4729500,8346000
rare_rewrite_ite-not-cond,190,836170000,4400894.736842105,3503000,3728750,3952000,4349000,7580000
rare_rewrite_bool-eq-true,153,686423000,4486424.836601308,3428000,3634000,3822000,4431000,7630000
rare_rewrite_ite-eq,119,544706000,4577361.344537815,3577000,3781000,3978000,4692000,8264000
rare_rewrite_arith-elim-gt,97,453433000,4674567.010309278,3686000,3955000,4081000,4631000,7596000
rare_rewrite_bool-impl-false1,42,191501000,4559547.619047619,3626000,3786250,3861500,4202250,7345000
rare_rewrite_arith-geq-tighten,26,128728000,4951076.923076923,3483000,3602750,3755000,5932500,15505000
rare_rewrite_arith-leq-norm,24,92999000,3874958.3333333335,3449000,3599500,3865000,4194750,4472000
rare_rewrite_ite-else-true,1,25280000,25280000,25280000,25280000,25280000,25280000,25280000
rare_rewrite_ite-true-cond,4,17637000,4409250,3569000,3610250,3684000,4483000,6700000
rare_rewrite_bool-not-eq-elim1,4,15942000,3985500,3817000,3831250,3876500,4030750,4372000
rare_rewrite_ite-false-cond,4,15090000,3772500,3594000,3599250,3608500,3781750,4279000
rare_rewrite_arith-geq-norm1-real,3,14959000,4986333.333333333,3746000,3767500,3789000,5606500,7424000
rare_rewrite_bool-not-eq-elim2,1,4267000,4267000,4267000,4267000,4267000,4267000,4267000
rare_rewrite_ite-then-false,1,3874000,3874000,3874000,3874000,3874000,3874000,3874000
rare_rewrite_bool-impl-false2,1,3819000,3819000,3819000,3819000,3819000,3819000,3819000
rare_rewrite_ite-then-true,1,3772000,3772000,3772000,3772000,3772000,3772000,3772000
rare_rewrite_bool-impl-true2,1,3694000,3694000,3694000,3694000,3694000,3694000,3694000
rare_rewrite_bool-implies-de-morgan,1,3463000,3463000,3463000,3463000,3463000,3463000,3463000
