rule,count,total,mean,min,first_quartile,median,third_quartile,max
rare_rewrite_bool-and-de-morgan,6603,44098839000,6678606.54248069,1564000,3370500,5903000,9196000,17454000
rare_rewrite_bool-impl-elim,6253,37732034000,6034229.010075164,1602000,3196000,5372000,8463000,14235000
rare_rewrite_arith-elim-lt,1981,10412312000,5256088.8440181725,1332000,2419000,4250000,7206000,16443000
rare_rewrite_arith-elim-leq,1404,6811773000,4851690.170940171,1327000,2323000,4105000,6850000,12853000
rare_rewrite_bool-impl-false1,1067,6389687000,5988460.168697282,1476000,3131500,5239000,8096500,16192000
rare_rewrite_or-not-refl,777,5159600000,6640411.84041184,1838000,4137000,5832000,8629000,16510000
rare_rewrite_bool-eq-false,763,4157984000,5449520.314547838,1292000,2360000,4717000,7823500,14431000
rare_rewrite_eq-symm,14870,3589040000,241361.12979152656,127000,177000,216000,286000,560000
rare_rewrite_bool-or-de-morgan,427,3027727000,7090695.550351288,1571000,3773000,6348000,9427500,18240000
rare_rewrite_ite-not-cond,415,2221846000,5353845.78313253,1560000,3010500,4739000,7168000,13308000
rare_rewrite_bool-eq-true,359,1891080000,5267632.311977716,1471000,2548500,4237000,7620500,14356000
rare_rewrite_ite-eq,278,1865733000,6711269.784172662,1923000,3842250,5903000,8686750,16478000
rare_rewrite_bool-double-not-elim,5417,1461316000,269764.81447295554,142000,189000,241000,319000,692000
rare_rewrite_arith-elim-gt,190,1103437000,5807563.157894737,1725000,3023500,5369500,8151750,13985000
rare_rewrite_eq-refl,1892,464077000,245283.8266384778,136000,175000,215000,285000,686000
rare_rewrite_arith-geq-tighten,93,315445000,3391881.7204301073,1199000,2212000,3019000,4629000,7705000
rare_rewrite_bool-implies-de-morgan,67,307477000,4589208.955223881,1463000,2496500,3910000,6007000,11988000
rare_rewrite_bool-not-eq-elim1,78,268764000,3445692.3076923075,1410000,1877750,2913000,4725500,7909000
rare_rewrite_arith-leq-norm,61,195380000,3202950.819672131,1124000,1601000,2616000,3990000,9557000
rare_rewrite_arith-geq-norm1-real,10,64129000,6412900,2822000,4532750,5734000,7259250,14249000
rare_rewrite_ite-true-cond,9,39682000,4409111.111111111,1523000,2683000,5128000,6348000,7000000
rare_rewrite_bool-eq-nrefl,14,36513000,2608071.4285714286,1326000,1411250,2424500,3657250,4252000
rare_rewrite_bool-impl-true2,6,33811000,5635166.666666667,4098000,4172750,5488500,7136500,7316000
rare_rewrite_ite-false-cond,4,28784000,7196000,4868000,5181500,6827500,8842000,10261000
rare_rewrite_bool-not-eq-elim2,5,25808000,5161600,3243000,3463000,4413000,7150000,7539000
rare_rewrite_bool-not-ite-elim,2,22933000,11466500,7740000,9603250,11466500,13329750,15193000
rare_rewrite_ite-then-false,2,19198000,9599000,8077000,8838000,9599000,10360000,11121000
rare_rewrite_bool-impl-false2,1,15331000,15331000,15331000,15331000,15331000,15331000,15331000
rare_rewrite_ite-then-true,3,14138000,4712666.666666667,2824000,2862500,2901000,5657000,8413000
rare_rewrite_eq-ite-lift,2,9015000,4507500,4390000,4448750,4507500,4566250,4625000
rare_rewrite_arith-geq-norm1-int,1,6390000,6390000,6390000,6390000,6390000,6390000,6390000
rare_rewrite_ite-else-false,1,2952000,2952000,2952000,2952000,2952000,2952000,2952000
rare_rewrite_ite-else-true,1,1954000,1954000,1954000,1954000,1954000,1954000,1954000
rare_rewrite_bool-or-taut2,1,1794000,1794000,1794000,1794000,1794000,1794000,1794000
