rule,count,total,mean,min,first_quartile,median,third_quartile,max
rare_rewrite_bool-impl-elim,1438,8538725000,5937917.2461752435,1519000,2831250,5391000,8620000,13384000
rare_rewrite_arith-elim-lt,848,5120962000,6038870.2830188675,1323000,2662750,4899500,8448000,19493000
rare_rewrite_arith-elim-leq,666,3673730000,5516111.111111111,1329000,2520750,4760000,7932250,13940000
rare_rewrite_bool-eq-false,295,2040152000,6915769.491525424,1535000,3996000,6090000,9380000,16424000
rare_rewrite_eq-symm,5459,1343684000,246141.05147462906,124000,175000,220000,294000,585000
rare_rewrite_ite-not-cond,190,1271346000,6691294.736842105,1589000,3873500,6122500,8587750,17730000
rare_rewrite_ite-eq,119,928278000,7800655.462184874,1821000,4636000,7132000,10088500,20271000
rare_rewrite_bool-eq-true,153,879972000,5751450.980392157,1367000,2456000,5287000,8475000,13938000
rare_rewrite_arith-elim-gt,97,611579000,6304938.144329897,1530000,3252000,5488000,9450000,13337000
rare_rewrite_bool-double-not-elim,1279,351480000,274808.44409695076,140000,193000,253000,325500,662000
rare_rewrite_bool-impl-false1,42,246576000,5870857.142857143,1303000,3271500,5807500,7554250,11877000
rare_rewrite_eq-refl,500,140219000,280438,131000,181500,234000,331000,799000
rare_rewrite_arith-leq-norm,24,136527000,5688625,1162000,1489250,4949500,9428750,11614000
rare_rewrite_arith-geq-tighten,26,89781000,3453115.3846153845,1039000,1332750,2313000,4262500,9510000
rare_rewrite_bool-not-eq-elim1,4,33401000,8350250,4801000,7173250,8711500,9888500,11177000
rare_rewrite_ite-false-cond,4,22705000,5676250,4085000,5291000,5721500,6106750,7177000
rare_rewrite_ite-true-cond,4,15455000,3863750,1572000,2767500,3391000,4487250,7101000
rare_rewrite_bool-impl-false2,1,14184000,14184000,14184000,14184000,14184000,14184000,14184000
rare_rewrite_arith-geq-norm1-real,3,13137000,4379000,2249000,3570000,4891000,5444000,5997000
rare_rewrite_bool-not-eq-elim2,1,12821000,12821000,12821000,12821000,12821000,12821000,12821000
rare_rewrite_ite-else-true,1,11089000,11089000,11089000,11089000,11089000,11089000,11089000
rare_rewrite_ite-then-false,1,9472000,9472000,9472000,9472000,9472000,9472000,9472000
rare_rewrite_ite-then-true,1,3907000,3907000,3907000,3907000,3907000,3907000,3907000
rare_rewrite_bool-impl-true2,1,2728000,2728000,2728000,2728000,2728000,2728000,2728000
rare_rewrite_bool-implies-de-morgan,1,1324000,1324000,1324000,1324000,1324000,1324000,1324000
