rule,count,total,mean,min,first_quartile,median,third_quartile,max
rare_rewrite_eq-symm,14819,80905568000,5459583.507659086,3909000,4362000,4812000,5877000,10211000
rare_rewrite_bool-and-de-morgan,6592,42141345000,6392801.122572816,4001000,4473000,5245500,7772000,16770000
rare_rewrite_bool-impl-elim,6207,37326706000,6013646.850330273,4068000,4534000,5198000,7324500,12792000
rare_rewrite_bool-double-not-elim,5340,23846439000,4465625.2808988765,3457000,3726000,3938000,4375500,7526000
rare_rewrite_arith-elim-lt,1937,14547315000,7510229.736706247,4623000,5480000,6401000,8600000,21436000
rare_rewrite_eq-refl,1884,8286410000,4398306.794055202,3485000,3713750,3897500,4296500,7514000
rare_rewrite_arith-elim-leq,1373,5846976000,4258540.422432629,3435000,3680000,3877000,4177000,7386000
rare_rewrite_bool-impl-false1,1067,4754311000,4455774.1330834115,3536000,3800000,4025000,4446000,7844000
rare_rewrite_or-not-refl,748,3451005000,4613643.048128342,3650000,3893750,4105000,4574250,7767000
rare_rewrite_bool-eq-false,690,3248495000,4707963.768115942,3509000,3736000,3996500,5007750,7920000
rare_rewrite_bool-or-de-morgan,427,2687100000,6292974.238875878,3916000,4499000,5064000,7217000,19302000
rare_rewrite_ite-not-cond,384,2284535000,5949309.895833333,4236000,4780500,5284500,6491250,11326000
rare_rewrite_ite-eq,276,1661698000,6020644.927536231,4393000,4853000,5315500,6624750,12981000
rare_rewrite_arith-elim-gt,184,1601690000,8704836.956521738,5034000,6407500,7710500,10060000,21017000
rare_rewrite_bool-eq-true,359,1567694000,4366835.654596101,3437000,3674000,3860000,4263500,7439000
rare_rewrite_arith-geq-tighten,93,800810000,8610860.215053763,6331000,6701000,7772000,9598000,14287000
rare_rewrite_arith-leq-norm,61,498562000,8173147.540983606,6251000,6897000,7790000,8599000,15062000
rare_rewrite_bool-not-eq-elim1,78,365213000,4682217.948717949,3856000,4347500,4546000,4796250,7270000
rare_rewrite_bool-implies-de-morgan,67,303296000,4526805.9701492535,3770000,4100500,4216000,4452000,7835000
rare_rewrite_bool-eq-nrefl,14,52864000,3776000,3499000,3617500,3767500,3894750,4207000
rare_rewrite_arith-geq-norm1-real,10,49689000,4968900,3678000,4114500,4601500,4698750,7737000
rare_rewrite_ite-true-cond,9,38826000,4314000,3728000,3768000,4018000,4109000,7199000
rare_rewrite_bool-impl-true2,6,23709000,3951500,3540000,3837250,3961000,4135750,4257000
rare_rewrite_eq-ite-lift,2,19417000,9708500,9498000,9603250,9708500,9813750,9919000
rare_rewrite_bool-not-eq-elim2,5,18792000,3758400,3640000,3687000,3776000,3825000,3864000
rare_rewrite_ite-then-true,3,17846000,5948666.666666667,5081000,5170500,5260000,6382500,7505000
rare_rewrite_ite-else-true,1,17754000,17754000,17754000,17754000,17754000,17754000,17754000
rare_rewrite_ite-false-cond,4,16857000,4214250,4116000,4132500,4161500,4243250,4418000
rare_rewrite_ite-then-false,2,14760000,7380000,6661000,7020500,7380000,7739500,8099000
rare_rewrite_bool-not-ite-elim,2,13552000,6776000,4703000,5739500,6776000,7812500,8849000
rare_rewrite_arith-geq-norm1-int,1,8918000,8918000,8918000,8918000,8918000,8918000,8918000
rare_rewrite_ite-else-false,1,4334000,4334000,4334000,4334000,4334000,4334000,4334000
rare_rewrite_bool-or-taut2,1,3958000,3958000,3958000,3958000,3958000,3958000,3958000
rare_rewrite_bool-impl-false2,1,3902000,3902000,3902000,3902000,3902000,3902000,3902000
