1; Draft.Scratch_smt_check_7_7122; 2026-04-10 13:49:39.663;
bind: 218000,239000,231000,266000,
cong: 102000,59000,76000,59000,74000,110000,94000,78000,
refl: 24000,19000,17000,29000,20000,
trans: 214000,221000,
implies: 195000,
parsing: 3915000,
subproof: 1249000,
equiv_pos1: 48000,
equiv_pos2: 135000,57000,137000,
reordering: 257000,
resolution: 178000,256000,218000,216000,357000,321000,213000,320000,
contraction: 301000,
forall_inst: 827000,
implies_neg1: 307000,
implies_neg2: 296000,
__local_input: 163000,
__normalized_input: 20997000,778000,15628000,1085000,
rare_rewrite_eq-symm: 179000,180000,

