1; Draft.Scratch_smt_check_7_29011; 2026-04-10 13:45:03.228;
bind: 207000,231000,261000,243000,225000,
cong: 159000,215000,
refl: 86000,72000,
symm: 114000,
trans: 182000,222000,184000,186000,240000,
equiv1: 195000,
or_pos: 340000,
parsing: 8253000,
aci_simp: 1641000,1696000,
not_symm: 96000,
equiv_pos2: 56000,121000,207000,
reordering: 385000,
resolution: 288000,220000,335000,328000,330000,398000,
forall_inst: 1220000,
miniscope_split: 347000,
__normalized_input: 2670000,786000,896000,915000,
rare_rewrite_eq-symm: 118000,
rare_rewrite_bool-eq-false: 10990000,
rare_rewrite_bool-impl-elim: 11622000,10935000,
rare_rewrite_bool-impl-false1: 14207000,

