1; Draft.Scratch_smt_check_7_29122; 2026-04-10 13:45:01.694;
bind: 208000,225000,299000,252000,219000,
cong: 165000,205000,
refl: 93000,102000,
symm: 120000,
trans: 180000,218000,177000,195000,253000,
equiv1: 158000,
or_pos: 409000,
parsing: 2524000,
aci_simp: 1703000,1786000,
not_symm: 99000,
equiv_pos2: 51000,118000,218000,
reordering: 387000,
resolution: 291000,259000,327000,321000,327000,386000,
forall_inst: 1318000,
miniscope_split: 352000,
__normalized_input: 7745000,3741000,828000,1836000,
rare_rewrite_eq-symm: 142000,
rare_rewrite_bool-eq-false: 11437000,
rare_rewrite_bool-impl-elim: 11617000,11869000,
rare_rewrite_bool-impl-false1: 14228000,

