1; Draft.Scratch_smt_check_7_30583; 2026-04-10 13:48:34.024;
bind: 197000,241000,204000,276000,
cong: 75000,61000,61000,60000,57000,56000,85000,69000,62000,
symm: 81000,98000,
trans: 194000,197000,
or_pos: 225000,
implies: 223000,
parsing: 3348000,
subproof: 1436000,
equiv_pos2: 108000,64000,203000,
reordering: 234000,
resolution: 218000,272000,210000,247000,315000,359000,230000,272000,
contraction: 251000,
forall_inst: 1375000,
implies_neg1: 535000,
implies_neg2: 220000,
__local_input: 174000,
__normalized_input: 25801000,1280000,957000,1084000,
rare_rewrite_bool-impl-elim: 6704000,6904000,

