1; Draft.Scratch_smt_check_7_13629; 2026-04-10 13:44:56.243;
bind: 291000,392000,525000,477000,295000,
cong: 121000,204000,108000,144000,111000,120000,116000,189000,118000,198000,103000,149000,127000,127000,257000,174000,
refl: 68000,27000,29000,33000,59000,26000,30000,
trans: 260000,255000,402000,205000,
equiv1: 245000,
equiv2: 301000,
or_pos: 363000,
implies: 235000,
not_not: 229000,
parsing: 10400000,
not_symm: 97000,
subproof: 2098000,
equiv_pos1: 153000,72000,
equiv_pos2: 221000,290000,158000,314000,221000,333000,
reordering: 670000,482000,333000,
resolution: 242000,343000,314000,283000,338000,414000,280000,308000,367000,363000,390000,377000,296000,444000,413000,487000,462000,263000,422000,
contraction: 386000,
forall_inst: 1318000,1497000,1442000,1211000,
implies_neg1: 320000,
implies_neg2: 297000,
__local_input: 90000,
equiv_simplify: 450000,405000,
__normalized_input: 2309000,1632000,1618000,1464000,1504000,1198000,1428000,
rare_rewrite_eq-symm: 126000,384000,115000,171000,116000,252000,
rare_rewrite_bool-impl-elim: 11856000,
rare_rewrite_bool-double-not-elim: 151000,

