1; Draft.Scratch_smt_check_7_25750; 2026-04-10 13:48:55.395;
bind: 469000,318000,379000,320000,
cong: 88000,170000,605000,250000,165000,150000,93000,102000,90000,244000,163000,140000,84000,101000,130000,892000,574000,405000,305000,357000,167000,
refl: 76000,89000,91000,45000,49000,
trans: 216000,147000,225000,279000,253000,157000,146000,120000,253000,254000,102000,129000,231000,620000,678000,279000,
or_neg: 334000,387000,610000,
or_pos: 812000,
implies: 357000,
parsing: 9274000,
subproof: 1318000,
poly_simp: 2036000,2498000,2543000,2314000,2434000,1809000,2496000,2484000,3352000,3345000,3442000,3306000,
equiv_pos2: 57000,84000,158000,157000,506000,239000,448000,1191000,
reordering: 487000,1052000,
resolution: 226000,247000,316000,252000,357000,643000,1170000,325000,390000,521000,705000,661000,347000,359000,
contraction: 647000,562000,
forall_inst: 1868000,
implies_neg1: 930000,
implies_neg2: 560000,
__local_input: 313000,
poly_simp_rel: 1088000,1050000,1108000,1011000,1093000,997000,1046000,1127000,2200000,1954000,
__normalized_input: 9169000,2345000,1066000,1463000,
rare_rewrite_eq-symm: 700000,623000,
rare_rewrite_arith-elim-lt: 6797000,6083000,5888000,6494000,6095000,27847000,11530000,
rare_rewrite_arith-elim-leq: 6274000,6360000,
rare_rewrite_bool-impl-elim: 6382000,6646000,
rare_rewrite_bool-double-not-elim: 231000,133000,148000,

