1; Draft.Scratch_smt_check_7_28038; 2026-04-10 13:49:19.256;
bind: 557000,570000,497000,671000,
cong: 198000,111000,85000,85000,107000,105000,265000,127000,108000,81000,76000,66000,108000,191000,115000,85000,88000,66000,99000,227000,
refl: 148000,117000,
trans: 447000,383000,446000,423000,333000,384000,
or_pos: 446000,
implies: 391000,
parsing: 19036000,
aci_simp: 2072000,1820000,
subproof: 3172000,
equiv_pos2: 347000,152000,334000,
reordering: 534000,
resolution: 539000,638000,432000,575000,626000,826000,466000,592000,
contraction: 605000,
forall_inst: 1427000,
implies_neg1: 669000,
implies_neg2: 580000,
__local_input: 571000,
__normalized_input: 12556000,1857000,501000,1165000,886000,
rare_rewrite_bool-impl-elim: 13532000,13433000,
rare_rewrite_bool-and-de-morgan: 14860000,11671000,

