1; Draft.Scratch_smt_check_7_31833; 2026-04-10 13:50:30.048;
bind: 163000,185000,180000,164000,378000,
cong: 53000,60000,94000,100000,73000,84000,43000,57000,79000,88000,57000,70000,89000,56000,215000,187000,122000,
refl: 31000,18000,28000,27000,49000,117000,
symm: 87000,192000,
false: 13000,
trans: 263000,169000,173000,142000,153000,141000,304000,245000,268000,188000,200000,
equiv2: 140000,169000,
or_neg: 207000,225000,254000,
or_pos: 331000,
not_not: 159000,
parsing: 9207000,
aci_simp: 1166000,1353000,
evaluate: 287000,
equiv_pos1: 56000,
equiv_pos2: 78000,102000,66000,192000,211000,52000,
reordering: 269000,422000,
resolution: 135000,285000,176000,192000,227000,224000,200000,201000,282000,247000,438000,467000,183000,288000,401000,347000,
contraction: 352000,
forall_inst: 759000,795000,1034000,
equiv_simplify: 246000,257000,
__normalized_input: 4412000,2883000,18622000,1210000,1076000,1097000,1051000,1274000,
rare_rewrite_eq-symm: 140000,95000,157000,152000,117000,
rare_rewrite_bool-impl-elim: 7256000,
rare_rewrite_bool-and-de-morgan: 6489000,7301000,
rare_rewrite_bool-double-not-elim: 169000,

