1; Draft.Scratch_smt_check_7_25184; 2026-04-10 13:48:49.267;
bind: 393000,345000,326000,443000,
cong: 166000,115000,131000,159000,170000,113000,126000,
refl: 30000,138000,80000,29000,132000,
trans: 314000,237000,252000,233000,226000,238000,226000,240000,313000,234000,244000,229000,212000,213000,
or_pos: 289000,251000,439000,
implies: 443000,
parsing: 14261000,
aci_simp: 1215000,1164000,1175000,1277000,1169000,
subproof: 2276000,
equiv_pos2: 257000,166000,169000,247000,
reordering: 434000,326000,691000,
resolution: 459000,365000,447000,242000,274000,328000,244000,302000,397000,655000,853000,515000,382000,
contraction: 617000,
forall_inst: 990000,949000,1095000,
implies_neg1: 602000,
implies_neg2: 620000,
__local_input: 120000,
__normalized_input: 15145000,3175000,2349000,2115000,2292000,1899000,1924000,1964000,
rare_rewrite_bool-impl-elim: 6507000,6646000,6971000,6856000,
rare_rewrite_bool-and-de-morgan: 7452000,7647000,6875000,6807000,6398000,6510000,6447000,

