1; Draft.Scratch_smt_check_7_31076; 2026-04-10 13:49:59.384;
bind: 362000,292000,302000,307000,317000,
cong: 553000,91000,103000,221000,
refl: 55000,63000,
symm: 217000,215000,
trans: 241000,258000,
equiv1: 271000,283000,
equiv2: 186000,174000,
or_neg: 277000,282000,280000,
and_neg: 263000,296000,
and_pos: 272000,238000,270000,244000,290000,245000,321000,251000,
implies: 834000,292000,300000,294000,297000,
not_not: 190000,
parsing: 7025000,
subproof: 2408000,1203000,1443000,1258000,1271000,
and_intro: 231000,241000,
equiv_pos1: 185000,
equiv_pos2: 790000,134000,133000,138000,98000,133000,133000,220000,
not_equiv1: 240000,
not_equiv2: 406000,
reordering: 955000,550000,481000,514000,497000,500000,
resolution: 408000,464000,405000,614000,505000,729000,926000,943000,552000,247000,327000,403000,374000,374000,488000,252000,245000,322000,442000,354000,484000,247000,239000,261000,386000,481000,526000,440000,399000,394000,544000,259000,256000,407000,392000,396000,592000,267000,235000,304000,263000,355000,
contraction: 1015000,367000,380000,389000,372000,478000,380000,386000,379000,389000,
forall_inst: 1854000,1172000,915000,935000,935000,919000,
implies_neg1: 940000,365000,378000,371000,386000,
implies_neg2: 1006000,364000,359000,377000,370000,
__local_input: 190000,38000,33000,41000,94000,40000,38000,61000,84000,
equiv_simplify: 244000,352000,250000,372000,
__normalized_input: 2187000,1808000,1822000,
rare_rewrite_eq-symm: 738000,277000,278000,280000,279000,281000,
rare_rewrite_bool-double-not-elim: 187000,

