1; Draft.Scratch_smt_check_7_26363; 2026-04-10 13:46:01.147;
bind: 194000,234000,656000,678000,433000,
cong: 49000,67000,38000,36000,73000,83000,82000,66000,375000,326000,237000,
refl: 15000,22000,24000,127000,66000,57000,
symm: 72000,
trans: 72000,95000,185000,599000,586000,535000,
equiv1: 360000,
or_pos: 541000,
parsing: 9930000,
aci_simp: 2268000,
equiv_pos2: 45000,40000,212000,492000,
reordering: 809000,
resolution: 223000,196000,167000,172000,252000,545000,581000,
forall_inst: 1563000,
__normalized_input: 3088000,2891000,1233000,843000,880000,878000,1092000,
rare_rewrite_eq-symm: 86000,
rare_rewrite_bool-impl-elim: 18837000,12276000,11785000,
rare_rewrite_bool-and-de-morgan: 12137000,

