1; Draft.Scratch_smt_check_7_9968; 2026-04-10 13:42:38.607;
bind: 296000,259000,273000,246000,
cong: 119000,124000,
trans: 247000,250000,
or_pos: 278000,
implies: 227000,
parsing: 2289000,
not_symm: 106000,
subproof: 2510000,
equiv_pos2: 193000,175000,
reordering: 370000,
resolution: 323000,344000,309000,447000,488000,327000,347000,
contraction: 348000,
forall_inst: 1139000,
implies_neg1: 314000,
implies_neg2: 288000,
__local_input: 55000,
__normalized_input: 921000,767000,914000,
rare_rewrite_eq-symm: 157000,163000,
rare_rewrite_bool-impl-elim: 10971000,10678000,

