1; Draft.Scratch_smt_check_7_15094; 2026-04-10 13:45:25.172;
bind: 444000,475000,436000,404000,
cong: 243000,164000,317000,163000,362000,214000,
refl: 51000,54000,
trans: 382000,338000,328000,397000,301000,330000,
or_pos: 476000,
implies: 368000,
parsing: 9090000,
aci_simp: 1927000,1959000,
not_symm: 100000,
subproof: 3101000,
equiv_pos2: 312000,300000,496000,
reordering: 556000,
resolution: 420000,463000,441000,470000,609000,717000,456000,420000,
contraction: 548000,
forall_inst: 1380000,
implies_neg1: 472000,
implies_neg2: 478000,
__local_input: 117000,
__normalized_input: 1836000,1017000,1117000,1099000,
rare_rewrite_eq-symm: 124000,151000,132000,
rare_rewrite_bool-impl-elim: 11748000,11708000,
rare_rewrite_bool-and-de-morgan: 11260000,11347000,

