1; Draft.Scratch_smt_check_7_8853; 2026-04-10 13:50:24.386;
bind: 281000,372000,354000,252000,289000,
cong: 188000,130000,131000,133000,
trans: 321000,216000,
choice: 64000,
or_neg: 180000,200000,165000,
or_pos: 289000,224000,
implies: 223000,
parsing: 20258000,
subproof: 1394000,
equiv_pos2: 154000,243000,125000,130000,146000,
reordering: 398000,227000,267000,
resolution: 236000,277000,232000,191000,350000,254000,296000,354000,278000,316000,347000,357000,234000,312000,
sko_forall: 1158000,
contraction: 253000,306000,
forall_inst: 896000,793000,
implies_neg1: 314000,
implies_neg2: 272000,
__local_input: 149000,
connective_def: 294000,
__normalized_input: 13893000,733000,563000,667000,
rare_rewrite_bool-impl-elim: 5944000,5980000,6102000,
rare_rewrite_bool-and-de-morgan: 6004000,
rare_rewrite_bool-double-not-elim: 133000,

