1; Draft.Scratch_smt_check_7_3797; 2026-04-10 13:45:16.193;
bind: 489000,431000,498000,437000,
cong: 201000,199000,382000,211000,
trans: 458000,446000,
or_pos: 404000,
implies: 388000,
parsing: 14094000,
subproof: 2999000,
equiv_pos1: 121000,
equiv_pos2: 83000,357000,371000,585000,
reordering: 403000,552000,445000,
resolution: 286000,274000,319000,346000,430000,504000,579000,919000,708000,419000,492000,
contraction: 655000,
forall_inst: 1344000,1592000,
implies_neg1: 513000,
implies_neg2: 512000,
__local_input: 153000,
__normalized_input: 5236000,2604000,1048000,1267000,1073000,
rare_rewrite_eq-symm: 300000,272000,275000,
rare_rewrite_bool-impl-elim: 13039000,12817000,

