1; Draft.Scratch_smt_check_7_3157; 2026-04-10 13:48:56.126;
bind: 523000,422000,405000,335000,221000,
cong: 415000,715000,346000,354000,350000,268000,297000,236000,411000,309000,301000,372000,400000,160000,143000,167000,236000,186000,194000,96000,139000,92000,86000,239000,183000,195000,95000,134000,91000,85000,691000,655000,228000,259000,143000,136000,
refl: 42000,75000,38000,213000,211000,40000,42000,49000,55000,57000,144000,24000,116000,
trans: 558000,627000,587000,562000,601000,804000,553000,533000,471000,240000,277000,299000,541000,274000,282000,193000,139000,172000,132000,273000,260000,277000,197000,139000,132000,118000,326000,15242000,267000,
equiv1: 838000,
or_pos: 1025000,
implies: 449000,
parsing: 12118000,
aci_simp: 1345000,1297000,
evaluate: 422000,
subproof: 1418000,
poly_simp: 3535000,3630000,6309000,3211000,3690000,3168000,2329000,1792000,1782000,2295000,1957000,1753000,2083000,3291000,
equiv_pos2: 432000,404000,236000,236000,802000,226000,107000,
reordering: 444000,1667000,
resolution: 537000,607000,553000,617000,848000,590000,674000,860000,895000,525000,352000,297000,182000,294000,
contraction: 726000,
forall_inst: 1106000,1321000,
implies_neg1: 646000,
implies_neg2: 789000,
__local_input: 141000,
poly_simp_rel: 3251000,2463000,1043000,996000,1009000,975000,1003000,989000,1206000,1944000,
equiv_simplify: 1064000,
__normalized_input: 9695000,5737000,1432000,986000,1447000,
rare_rewrite_eq-refl: 544000,
rare_rewrite_eq-symm: 260000,
rare_rewrite_ite-not-cond: 12514000,
rare_rewrite_arith-elim-lt: 12790000,11967000,12517000,5702000,6326000,5934000,5744000,5745000,5925000,11266000,
rare_rewrite_bool-impl-elim: 6353000,6275000,
rare_rewrite_bool-and-de-morgan: 5869000,5855000,
rare_rewrite_bool-double-not-elim: 686000,129000,132000,132000,135000,

