1; Draft.Scratch_smt_check_7_16915; 2026-04-10 13:46:50.150;
bind: 291000,340000,194000,204000,239000,
cong: 86000,86000,81000,303000,65000,66000,50000,69000,49000,29000,27000,22000,103000,103000,46000,71000,207000,
refl: 28000,26000,24000,32000,20000,19000,18000,
symm: 82000,84000,
trans: 241000,252000,132000,
equiv1: 181000,
or_pos: 282000,214000,
implies: 259000,205000,
parsing: 9050000,
subproof: 1231000,1164000,
equiv_pos1: 99000,
equiv_pos2: 174000,112000,114000,330000,109000,119000,64000,245000,
reordering: 421000,402000,229000,302000,
resolution: 226000,231000,247000,277000,308000,245000,235000,396000,346000,439000,427000,253000,259000,276000,217000,215000,243000,305000,221000,310000,360000,348000,265000,
contraction: 383000,294000,
forall_inst: 893000,887000,733000,705000,824000,
implies_neg1: 322000,261000,
implies_neg2: 398000,271000,
__local_input: 77000,46000,
equiv_simplify: 243000,
__normalized_input: 7855000,15303000,5560000,5250000,5263000,5317000,1356000,
rare_rewrite_eq-refl: 125000,
rare_rewrite_eq-symm: 155000,141000,402000,240000,
rare_rewrite_bool-impl-elim: 6694000,6456000,

