1; Draft.Scratch_smt_check_7_1652; 2026-04-10 13:46:45.086;
bind: 143000,146000,162000,13141000,550000,
cong: 54000,59000,76000,93000,55000,85000,45000,61000,105000,139000,82000,102000,131000,65000,82000,371000,268000,167000,
refl: 28000,30000,44000,42000,76000,212000,
symm: 140000,203000,
false: 13000,
trans: 106000,150000,185000,119000,130000,201000,166000,456000,462000,411000,267000,349000,
equiv2: 127000,232000,
or_neg: 354000,312000,409000,
or_pos: 507000,
not_not: 129000,
parsing: 13563000,
aci_simp: 2114000,1866000,
evaluate: 385000,
equiv_pos1: 110000,
equiv_pos2: 76000,224000,114000,373000,383000,56000,
reordering: 498000,721000,
resolution: 100000,160000,146000,157000,190000,200000,175000,172000,266000,355000,642000,797000,268000,463000,591000,475000,
contraction: 714000,
forall_inst: 735000,1368000,1586000,
equiv_simplify: 225000,361000,
__normalized_input: 8168000,6739000,5019000,3674000,996000,1371000,811000,808000,1005000,
rare_rewrite_eq-symm: 112000,74000,138000,200000,151000,
rare_rewrite_bool-impl-elim: 12121000,
rare_rewrite_bool-and-de-morgan: 11625000,11764000,
rare_rewrite_bool-double-not-elim: 219000,

