1; Draft.Scratch_smt_check_7_11027; 2026-04-10 13:46:44.553;
bind: 377000,417000,379000,402000,
cong: 218000,148000,185000,164000,108000,139000,179000,130000,175000,117000,108000,
refl: 36000,30000,32000,
symm: 102000,123000,
trans: 372000,257000,370000,
or_pos: 378000,
implies: 330000,
parsing: 8560000,
subproof: 2515000,
equiv_pos2: 254000,143000,246000,
reordering: 499000,
resolution: 377000,415000,336000,390000,561000,594000,417000,403000,
contraction: 522000,
forall_inst: 1314000,
implies_neg1: 537000,
implies_neg2: 459000,
__local_input: 152000,
__normalized_input: 1830000,4878000,882000,1080000,
rare_rewrite_bool-impl-elim: 11432000,22001000,
rare_rewrite_bool-double-not-elim: 263000,

