1; Draft.Scratch_smt_check_7_18163; 2026-04-10 13:43:21.648;
bind: 399000,355000,404000,383000,
cong: 197000,167000,112000,205000,179000,129000,307000,202000,97000,
refl: 61000,59000,57000,43000,42000,
trans: 330000,219000,262000,315000,215000,260000,
or_pos: 341000,
implies: 288000,
parsing: 20733000,
aci_simp: 1897000,2033000,
subproof: 2788000,
equiv_pos2: 311000,297000,461000,
reordering: 442000,
resolution: 484000,417000,410000,453000,577000,667000,406000,451000,
contraction: 518000,
forall_inst: 1322000,
implies_neg1: 386000,
implies_neg2: 359000,
__local_input: 116000,
__normalized_input: 6145000,706000,909000,970000,
rare_rewrite_eq-symm: 141000,157000,162000,
rare_rewrite_bool-impl-elim: 12047000,11618000,
rare_rewrite_bool-and-de-morgan: 11712000,11464000,

