1; Draft.Scratch_smt_check_7_7831; 2026-04-10 13:45:19.619;
bind: 711000,723000,724000,761000,
cong: 253000,121000,94000,151000,250000,127000,96000,150000,512000,185000,114000,123000,115000,108000,
refl: 28000,
symm: 108000,
trans: 595000,672000,
and_pos: 182000,200000,
implies: 523000,
not_and: 235000,
parsing: 11343000,
subproof: 2360000,
equiv_pos2: 535000,586000,784000,135000,137000,155000,
reordering: 374000,589000,566000,
resolution: 234000,242000,242000,343000,331000,556000,641000,791000,652000,312000,552000,371000,403000,
contraction: 828000,
forall_inst: 1714000,
implies_neg1: 738000,
implies_neg2: 656000,
__local_input: 206000,
__normalized_input: 3596000,938000,792000,722000,1026000,
rare_rewrite_eq-symm: 572000,407000,393000,

