1; Draft.Scratch_smt_check_7_27924; 2026-04-10 13:45:02.498;
bind: 337000,564000,619000,817000,451000,
cong: 85000,151000,93000,263000,102000,89000,257000,173000,225000,99000,89000,470000,272000,243000,300000,206000,
refl: 21000,52000,80000,84000,91000,
symm: 127000,
false: 13000,
trans: 127000,258000,196000,207000,129000,534000,370000,421000,235000,
choice: 78000,
equiv2: 77000,144000,
or_neg: 279000,296000,1873000,239000,
or_pos: 439000,
implies: 416000,
not_not: 242000,
parsing: 22287000,
aci_simp: 1154000,2160000,
evaluate: 309000,
subproof: 3399000,
equiv_pos2: 451000,512000,662000,253000,244000,247000,71000,
reordering: 445000,589000,
resolution: 124000,158000,152000,226000,270000,330000,584000,754000,895000,483000,535000,311000,290000,503000,555000,478000,562000,235000,334000,
sko_forall: 2131000,
contraction: 705000,459000,
forall_inst: 1490000,
implies_neg1: 599000,
implies_neg2: 564000,
__local_input: 175000,
equiv_simplify: 154000,309000,
__normalized_input: 3224000,1741000,5563000,
rare_rewrite_eq-symm: 126000,150000,350000,141000,
rare_rewrite_bool-impl-elim: 26551000,12887000,15859000,
rare_rewrite_bool-and-de-morgan: 7069000,12892000,
rare_rewrite_bool-double-not-elim: 113000,179000,158000,

