1; Draft.Scratch_smt_check_7_24865; 2026-04-10 13:44:36.871;
bind: 242000,323000,347000,274000,619000,
cong: 177000,160000,261000,222000,
refl: 57000,43000,112000,67000,
trans: 281000,366000,159000,184000,204000,234000,309000,320000,
or_pos: 205000,413000,573000,676000,608000,
implies: 247000,586000,
parsing: 24562000,
aci_simp: 1136000,1086000,13919000,1981000,
subproof: 3269000,
equiv_pos2: 139000,223000,241000,361000,491000,
reordering: 259000,551000,1025000,1165000,318000,1050000,
resolution: 261000,330000,191000,219000,290000,274000,372000,303000,235000,354000,315000,232000,285000,308000,314000,1189000,1009000,637000,506000,
contraction: 984000,
forall_inst: 766000,928000,948000,1457000,1656000,
implies_neg1: 790000,
implies_neg2: 911000,
__local_input: 154000,
__normalized_input: 5123000,4828000,4524000,3025000,2137000,720000,788000,1124000,
rare_rewrite_bool-impl-elim: 6831000,6742000,6947000,12628000,11982000,
rare_rewrite_bool-and-de-morgan: 6527000,6363000,11934000,11865000,

