1; Draft.Scratch_smt_check_7_19699; 2026-04-10 13:45:16.368;
bind: 357000,359000,393000,350000,
cong: 90000,115000,119000,304000,151000,
symm: 131000,
trans: 159000,279000,290000,
equiv1: 144000,
equiv2: 137000,
or_pos: 314000,
implies: 267000,148000,
not_not: 178000,
parsing: 11392000,
subproof: 2484000,1874000,
equiv_pos2: 273000,274000,495000,
reordering: 378000,
resolution: 207000,229000,270000,273000,261000,310000,376000,432000,501000,578000,335000,394000,399000,354000,356000,
contraction: 450000,270000,
forall_inst: 1297000,1204000,
implies_neg1: 374000,218000,
implies_neg2: 371000,4089000,
__local_input: 91000,50000,
equiv_simplify: 267000,273000,
__normalized_input: 5608000,1070000,716000,800000,
rare_rewrite_eq-symm: 124000,130000,138000,
rare_rewrite_bool-impl-elim: 10724000,18992000,

