1; Draft.Scratch_smt_check_7_4143; 2026-04-10 13:49:50.423;
bind: 1030000,943000,984000,966000,
cong: 385000,359000,
trans: 912000,887000,
or_pos: 1503000,
implies: 1993000,
parsing: 7586000,
subproof: 4798000,
equiv_pos2: 656000,641000,
reordering: 3532000,
resolution: 497000,778000,1193000,2197000,2184000,1050000,698000,
contraction: 2782000,
forall_inst: 3151000,
implies_neg1: 2291000,
implies_neg2: 3300000,
__local_input: 296000,
__normalized_input: 6429000,5529000,4146000,
rare_rewrite_eq-symm: 572000,558000,
rare_rewrite_bool-impl-elim: 12766000,12809000,

