1; Draft.Scratch_smt_check_7_18802; 2026-04-10 13:51:44.878;
bind: 797000,665000,402000,368000,
cong: 404000,346000,298000,303000,218000,161000,136000,119000,319000,325000,180000,308000,273000,257000,138000,201000,244000,279000,284000,298000,218000,194000,583000,518000,168000,195000,211000,
refl: 93000,61000,78000,43000,41000,127000,112000,57000,50000,61000,28000,42000,29000,
trans: 606000,600000,648000,331000,407000,598000,628000,628000,491000,518000,400000,484000,507000,434000,328000,302000,342000,142000,220000,
equiv1: 550000,
or_pos: 529000,
implies: 471000,
parsing: 5307000,
aci_simp: 2431000,1307000,
subproof: 2275000,
poly_simp: 4357000,3315000,5544000,5848000,4564000,3274000,2409000,1973000,1909000,1929000,
equiv_pos2: 445000,364000,111000,387000,234000,669000,
reordering: 791000,
resolution: 616000,702000,832000,609000,443000,607000,532000,618000,773000,822000,463000,397000,
contraction: 678000,
forall_inst: 1099000,
implies_neg1: 642000,
implies_neg2: 736000,
__local_input: 252000,
poly_simp_rel: 1861000,2025000,2353000,2174000,2206000,981000,1126000,
equiv_simplify: 706000,
__normalized_input: 11011000,737000,582000,765000,
rare_rewrite_eq-refl: 374000,
rare_rewrite_ite-not-cond: 11701000,
rare_rewrite_arith-elim-lt: 11465000,
rare_rewrite_arith-elim-leq: 10920000,11056000,11525000,12023000,11512000,11802000,5799000,6017000,6125000,
rare_rewrite_bool-impl-elim: 11947000,6511000,
rare_rewrite_bool-and-de-morgan: 11768000,6358000,

