1; Draft.Scratch_smt_check_7_30023; 2026-04-10 13:51:45.185;
bind: 274000,262000,
cong: 134000,96000,108000,146000,107000,63000,58000,54000,67000,121000,124000,286000,
refl: 41000,28000,
symm: 118000,
trans: 228000,195000,308000,226000,
implies: 290000,
parsing: 2550000,
subproof: 1225000,
poly_simp: 1902000,2005000,2016000,
equiv_pos1: 101000,
equiv_pos2: 168000,75000,118000,135000,304000,
reordering: 445000,
resolution: 220000,331000,315000,321000,361000,457000,441000,449000,261000,315000,
contraction: 409000,
forall_inst: 999000,
implies_neg1: 358000,
implies_neg2: 400000,
__local_input: 240000,
poly_simp_rel: 1091000,1113000,1050000,
__normalized_input: 4564000,3733000,1253000,1291000,1455000,
rare_rewrite_eq-symm: 224000,221000,335000,
rare_rewrite_arith-elim-leq: 6236000,6263000,6369000,

